text,language,text_length,tokens
اردو پاکستان کی مشترکہ زبان ہے اور یہ علاقائی زبانوں سے کئی الفاظ ضم کر رہی ہے,ur,81,"['اردو', 'پاکستان', 'کی', 'مشترکہ', 'زبان', 'ہے', 'اور', 'یہ', 'علاقائی', 'زبانوں', 'سے', 'کئی', 'الفاظ', 'ضم', 'کر', 'رہی', 'ہے']"
ਪਜਬ ਅਤ ਇਸ ਨਲ ਜੜਦਆ ਭਸਵ,pa,35,"['ਪਜਬ', 'ਅਤ', 'ਇਸ', 'ਨਲ', 'ਜੜਦਆ', 'ਭਸਵ']"
ସବଠର ଏହ ପଦବ ଖଲ ଥଲ,or,29,"['ସବଠର', 'ଏହ', 'ପଦବ', 'ଖଲ', 'ଥଲ']"
ఇతరతర ఇడ అరబక రపలన వడతర,te,37,"['ఇతరతర', 'ఇడ', 'అరబక', 'రపలన', 'వడతర']"
नपल भषक सबभनद परन नम खस कर ह,ne,45,"['नपल', 'भषक', 'सबभनद', 'परन', 'नम', 'खस', 'कर', 'ह']"
ଭରତ ଟ20 ଦଳ ରହତ ଶରମ କୟପଟନ କଏଲ ରହଲ ଉପ ଅଧନୟକ ଋତରଜ ଗଇକୱଡ ଶରୟସ ଆୟର ସରଯୟକମର ଯଦବ ଋଷଭ ପନତ ଡବଲ ଇଶନ କଶନ ଡବଲ ଭଙକଟଶ ଆୟର ୟଜଭନଦର ଚହଲ ଆର ଅଶୱନ ଅକସର ପଟଲ ଆବଶ ଖନ ଭବନଶୱର କମର ଦପକ ଚହର ହରଷଲ ପଟଲ ମହମମଦ ସରଜ,or,266,"['ଭରତ', 'ଟ20', 'ଦଳ', 'ରହତ', 'ଶରମ', 'କୟପଟନ', 'କଏଲ', 'ରହଲ', 'ଉପ', 'ଅଧନୟକ', 'ଋତରଜ', 'ଗଇକୱଡ', 'ଶରୟସ', 'ଆୟର', 'ସରଯୟକମର', 'ଯଦବ', 'ଋଷଭ', 'ପନତ', 'ଡବଲ', 'ଇଶନ', 'କଶନ', 'ଡବଲ', 'ଭଙକଟଶ', 'ଆୟର', 'ୟଜଭନଦର', 'ଚହଲ', 'ଆର', 'ଅଶୱନ', 'ଅକସର', 'ପଟଲ', 'ଆବଶ', 'ଖନ', 'ଭବନଶୱର', 'କମର', 'ଦପକ', 'ଚହର', 'ହରଷଲ', 'ପଟଲ', 'ମହମମଦ', 'ସରଜ']"
அமபயத தலநகரகக கணடரநத வசயநகரப பரரச சலவச சழபபடம அமதயடனம தகழநதத,ta,95,"['அமபயத', 'தலநகரகக', 'கணடரநத', 'வசயநகரப', 'பரரச', 'சலவச', 'சழபபடம', 'அமதயடனம', 'தகழநதத']"
இரசரச சழன கழககலரநத சளககய அரசரகள மறறம சர மனனரகள வழததனன,ta,82,"['இரசரச', 'சழன', 'கழககலரநத', 'சளககய', 'அரசரகள', 'மறறம', 'சர', 'மனனரகள', 'வழததனன']"
برطانوی راج میں فارسی کی بجائے ہندوستانی کو فارسی رسم الخط میں لکھا جاتا تھا اور ہندو مسلم دونوں اس پر عمل کرتے تھے,ur,115,"['برطانوی', 'راج', 'میں', 'فارسی', 'کی', 'بجائے', 'ہندوستانی', 'کو', 'فارسی', 'رسم', 'الخط', 'میں', 'لکھا', 'جاتا', 'تھا', 'اور', 'ہندو', 'مسلم', 'دونوں', 'اس', 'پر', 'عمل', 'کرتے', 'تھے']"
11వ శతబదమ ఆరభమ నడ తలగ భపలర తలగరమర తలగకలకల తలగ నడళగణ మధవకఱయ వట పదల శసనలల వడబడడయ,te,128,"['11వ', 'శతబదమ', 'ఆరభమ', 'నడ', 'తలగ', 'భపలర', 'తలగరమర', 'తలగకలకల', 'తలగ', 'నడళగణ', 'మధవకఱయ', 'వట', 'పదల', 'శసనలల', 'వడబడడయ']"
खसगर सन १९९० पछ लख सखयम नपलहर आपरवसक रपम वदशन थलपछ असटरलय बलयत अमरक कयनड यरपल सङघ र खड मलकहरम नपल भषहर छरएक छन,ne,175,"['खसगर', 'सन', '१९९०', 'पछ', 'लख', 'सखयम', 'नपलहर', 'आपरवसक', 'रपम', 'वदशन', 'थलपछ', 'असटरलय', 'बलयत', 'अमरक', 'कयनड', 'यरपल', 'सङघ', 'र', 'खड', 'मलकहरम', 'नपल', 'भषहर', 'छरएक', 'छन']"
తలగ లప చలవరక ఉచఛరచగల ఏకకషరలత ఉడ ఎడమనడ కడక సరళమన సకలషటమన అకషరల సరళత కడ ఉటద,te,114,"['తలగ', 'లప', 'చలవరక', 'ఉచఛరచగల', 'ఏకకషరలత', 'ఉడ', 'ఎడమనడ', 'కడక', 'సరళమన', 'సకలషటమన', 'అకషరల', 'సరళత', 'కడ', 'ఉటద']"
இவன க,ta,8,"['இவன', 'க']"
বৰতমনলক কন এট মতৰ কষতৰত ভষবজঞনসকল একমত হব পৰ নই,as,68,"['বৰতমনলক', 'কন', 'এট', 'মতৰ', 'কষতৰত', 'ভষবজঞনসকল', 'একমত', 'হব', 'পৰ', 'নই']"
आधनक हनद म ष क उचचरण पर तरह श क तरह हत ह,hi,57,"['आधनक', 'हनद', 'म', 'ष', 'क', 'उचचरण', 'पर', 'तरह', 'श', 'क', 'तरह', 'हत', 'ह']"
অসময ভষৰ পৰধন সতট আৰযভষৰ সত বল কৱৰ এট কৰণ এয য ইযত বযৱহৰ হৱ বছভগ শবদ পৰচন ভৰতয আৰযভষৰ পৰ ধবনৰ কছ সলন ঘট নইব পৰচন ভৰতয আৰয ভষৰ পৰ মধয ভৰতয আৰয ভষৰ মজদ বকশত হ হৱ অৰধতৎসম আৰ তদভৱ শবদ,as,265,"['অসময', 'ভষৰ', 'পৰধন', 'সতট', 'আৰযভষৰ', 'সত', 'বল', 'কৱৰ', 'এট', 'কৰণ', 'এয', 'য', 'ইযত', 'বযৱহৰ', 'হৱ', 'বছভগ', 'শবদ', 'পৰচন', 'ভৰতয', 'আৰযভষৰ', 'পৰ', 'ধবনৰ', 'কছ', 'সলন', 'ঘট', 'নইব', 'পৰচন', 'ভৰতয', 'আৰয', 'ভষৰ', 'পৰ', 'মধয', 'ভৰতয', 'আৰয', 'ভষৰ', 'মজদ', 'বকশত', 'হ', 'হৱ', 'অৰধতৎসম', 'আৰ', 'তদভৱ', 'শবদ']"
இவறறள மதனமயகக கறபபடததககவரகளவளரகள பணடயர சரர சழர பலலவர சளககயர வஜய நகரததர நயககர எனபரவர,ta,137,"['இவறறள', 'மதனமயகக', 'கறபபடததககவரகளவளரகள', 'பணடயர', 'சரர', 'சழர', 'பலலவர', 'சளககயர', 'வஜய', 'நகரததர', 'நயககர', 'எனபரவர']"
૫૫ કરડ છ જથ ગજરત ભષ વશવમ ૨૦૦૭ મજબ ૨૬મ કરમન સથ વધ બલત ભષ છ,gu,84,"['૫૫', 'કરડ', 'છ', 'જથ', 'ગજરત', 'ભષ', 'વશવમ', '૨૦૦૭', 'મજબ', '૨૬મ', 'કરમન', 'સથ', 'વધ', 'બલત', 'ભષ', 'છ']"
ಗರಹಕರ ಉಡಪಗಳ ಮತತ ಲಜ ವರ ಸರದತ ವವಧ ವಭಗಗಳಲಲ ವವಧ ಶಲಗಳನನ ಆಯಕ ಮಡಕಳಳಬಹದಗದ,kn,104,"['ಗರಹಕರ', 'ಉಡಪಗಳ', 'ಮತತ', 'ಲಜ', 'ವರ', 'ಸರದತ', 'ವವಧ', 'ವಭಗಗಳಲಲ', 'ವವಧ', 'ಶಲಗಳನನ', 'ಆಯಕ', 'ಮಡಕಳಳಬಹದಗದ']"
तनन सरव ककणयक त हद अस ग करसतव अस कणतयह झतधरमच अस तक एकवट करउक परयतन कल,kok,125,"['तनन', 'सरव', 'ककणयक', 'त', 'हद', 'अस', 'ग', 'करसतव', 'अस', 'कणतयह', 'झतधरमच', 'अस', 'तक', 'एकवट', 'करउक', 'परयतन', 'कल']"
ಕದಬಳ ಆಗಶ ಬಳ ಅವಕಯಡ ಬಣಣ ಹಣಣ ಕಳ ಮಣಸ ಮತತ ಹಬರಡ ತರಕರ ಬಳಗಳ ಪರದಶ ವಸತರಣ ಕಳಮಣಸ ಪನಶಚತನ ಹಸರ ಮನ ಮನ ಟರಯಕಟರ ಸಮದಯಕ ಕಷ ಹಡ ಹಗ ರಜಯವಲಯ ಯಜನಗಳಡ ಜನಪಟಟಗ ಖರದಗ ಶ,kn,217,"['ಕದಬಳ', 'ಆಗಶ', 'ಬಳ', 'ಅವಕಯಡ', 'ಬಣಣ', 'ಹಣಣ', 'ಕಳ', 'ಮಣಸ', 'ಮತತ', 'ಹಬರಡ', 'ತರಕರ', 'ಬಳಗಳ', 'ಪರದಶ', 'ವಸತರಣ', 'ಕಳಮಣಸ', 'ಪನಶಚತನ', 'ಹಸರ', 'ಮನ', 'ಮನ', 'ಟರಯಕಟರ', 'ಸಮದಯಕ', 'ಕಷ', 'ಹಡ', 'ಹಗ', 'ರಜಯವಲಯ', 'ಯಜನಗಳಡ', 'ಜನಪಟಟಗ', 'ಖರದಗ', 'ಶ']"
ബറവ എ,ml,9,"['ബറവ', 'എ']"
करनटकतलय ककण लक कननड लप वपरतत,kok,49,"['करनटकतलय', 'ककण', 'लक', 'कननड', 'लप', 'वपरतत']"
ककणयच करसतव धरमपरवरतन झतल आन परतगझच धरमनत चय करणर मसत ककण हद शजरचय परतत धवल,kok,134,"['ककणयच', 'करसतव', 'धरमपरवरतन', 'झतल', 'आन', 'परतगझच', 'धरमनत', 'चय', 'करणर', 'मसत', 'ककण', 'हद', 'शजरचय', 'परतत', 'धवल']"
اسی طرح اگر اردو اور ہندی زبان کو ایک سمجھا جائے تو یہ دنیا کی چوتھی بڑی زبان ہے,ur,81,"['اسی', 'طرح', 'اگر', 'اردو', 'اور', 'ہندی', 'زبان', 'کو', 'ایک', 'سمجھا', 'جائے', 'تو', 'یہ', 'دنیا', 'کی', 'چوتھی', 'بڑی', 'زبان', 'ہے']"
च वरग अकषर अनसवर उचचरण हद अरध ञ ञ वरण अघ च छ ज झ ञ वरण पछ हदछ,ne,84,"['च', 'वरग', 'अकषर', 'अनसवर', 'उचचरण', 'हद', 'अरध', 'ञ', 'ञ', 'वरण', 'अघ', 'च', 'छ', 'ज', 'झ', 'ञ', 'वरण', 'पछ', 'हदछ']"
കടലലരല കനനകല കവർചചശരമതതൽ മരചചവണ തയർ അനതവനറ സമരകമയടടളള വരകകൽ എനനണ ഈ വചകതതനറ അർഥ,ml,119,"['കടലലരല', 'കനനകല', 'കവർചചശരമതതൽ', 'മരചചവണ', 'തയർ', 'അനതവനറ', 'സമരകമയടടളള', 'വരകകൽ', 'എനനണ', 'ഈ', 'വചകതതനറ', 'അർഥ']"
29 अपन समत रप परशसनक भष क रप म हनद वयवहर म भनन भषभषय क बच परसपर समपरषण क मधयम बन हई ह,hi,130,"['29', 'अपन', 'समत', 'रप', 'परशसनक', 'भष', 'क', 'रप', 'म', 'हनद', 'वयवहर', 'म', 'भनन', 'भषभषय', 'क', 'बच', 'परसपर', 'समपरषण', 'क', 'मधयम', 'बन', 'हई', 'ह']"
2001ء کی مردم شماری کے مطابق اردو کو بطور مادری زبان بھارت میں 501فیصد لوگ بولتے ہیں اور اس لحاظ سے یہ بھارت کی چھٹی بڑی زبان ہے جبکہ پاکستان میں اسے بطور مادری زبان 759 فیصد لوگ استعمال کرتے ہیں یہ پاکستان کی پانچویں بڑی زبان ہے,ur,234,"['2001ء', 'کی', 'مردم', 'شماری', 'کے', 'مطابق', 'اردو', 'کو', 'بطور', 'مادری', 'زبان', 'بھارت', 'میں', '501فیصد', 'لوگ', 'بولتے', 'ہیں', 'اور', 'اس', 'لحاظ', 'سے', 'یہ', 'بھارت', 'کی', 'چھٹی', 'بڑی', 'زبان', 'ہے', 'جبکہ', 'پاکستان', 'میں', 'اسے', 'بطور', 'مادری', 'زبان', '759', 'فیصد', 'لوگ', 'استعمال', 'کرتے', 'ہیں', 'یہ', 'پاکستان', 'کی', 'پانچویں', 'بڑی', 'زبان', 'ہے']"
तथ शक ९४० अस करल आह,mr,27,"['तथ', 'शक', '९४०', 'अस', 'करल', 'आह']"
ਇਨਹ ਨਟਫਕਸਨ ਦ ਵਸਸਤ ਇਹ ਸ ਕ ਸਰ ਦਫਤਰ ਕਮ ਪਜਬ ਵਚ ਕਰਨ ਦ ਹਕਮ ਹਏ,pa,87,"['ਇਨਹ', 'ਨਟਫਕਸਨ', 'ਦ', 'ਵਸਸਤ', 'ਇਹ', 'ਸ', 'ਕ', 'ਸਰ', 'ਦਫਤਰ', 'ਕਮ', 'ਪਜਬ', 'ਵਚ', 'ਕਰਨ', 'ਦ', 'ਹਕਮ', 'ਹਏ']"
गय सडण पळतलयत हदवच आन करसतव आलल आन तन पवट घडल,kok,79,"['गय', 'सडण', 'पळतलयत', 'हदवच', 'आन', 'करसतव', 'आलल', 'आन', 'तन', 'पवट', 'घडल']"
आदलय ५०० वरसत ककण भस कनरतटवरत करनटक ककणपटट तटवरत महरषटर आन करलत पवल मल करण ककणयचय,kok,141,"['आदलय', '५००', 'वरसत', 'ककण', 'भस', 'कनरतटवरत', 'करनटक', 'ककणपटट', 'तटवरत', 'महरषटर', 'आन', 'करलत', 'पवल', 'मल', 'करण', 'ककणयचय']"
उरद और हनद खडबल क द आधकरक शलय ह,hi,52,"['उरद', 'और', 'हनद', 'खडबल', 'क', 'द', 'आधकरक', 'शलय', 'ह']"
,ks,0,[]
ப,ta,2,['ப']
কনত মগধ পৰকত সমপৰক বহ কইজন ভষবজঞন সহমতত উপনত হছ,as,70,"['কনত', 'মগধ', 'পৰকত', 'সমপৰক', 'বহ', 'কইজন', 'ভষবজঞন', 'সহমতত', 'উপনত', 'হছ']"
तयनतर कडलच शललखच शध लगल,mr,38,"['तयनतर', 'कडलच', 'शललखच', 'शध', 'लगल']"
the epic poem beowulf is written in west saxon and the earliest english poem cædmons hymn is written in northumbrian,en,120,"['the', 'epic', 'poem', 'beowulf', 'is', 'written', 'in', 'west', 'saxon', 'and', 'the', 'earliest', 'english', 'poem', 'cædmons', 'hymn', 'is', 'written', 'in', 'northumbrian']"
from the 8th to the 12th century old english gradually transformed through language contact into middle english,en,113,"['from', 'the', '8th', 'to', 'the', '12th', 'century', 'old', 'english', 'gradually', 'transformed', 'through', 'language', 'contact', 'into', 'middle', 'english']"
ഇതൽ ഒര വകഭദമയ കടതമഴണ പനനട മലനടടല ഭഷയയ മലയളമയ രപ പരപചചതനന പ,ml,92,"['ഇതൽ', 'ഒര', 'വകഭദമയ', 'കടതമഴണ', 'പനനട', 'മലനടടല', 'ഭഷയയ', 'മലയളമയ', 'രപ', 'പരപചചതനന', 'പ']"
ह आरय शरसन नवच परकत भश उलयतल ज खब कळ उपरत ककण भशत रपतरत जल,kok,94,"['ह', 'आरय', 'शरसन', 'नवच', 'परकत', 'भश', 'उलयतल', 'ज', 'खब', 'कळ', 'उपरत', 'ककण', 'भशत', 'रपतरत', 'जल']"
બજ મહનભવ ક જમન પરથમ ભષ ગજરત છ અથવ હત તમ નરસહ મહત સવમ દયનદ સરસવત મરરજ દસઈ ધરભઈ અબણ જ,gu,132,"['બજ', 'મહનભવ', 'ક', 'જમન', 'પરથમ', 'ભષ', 'ગજરત', 'છ', 'અથવ', 'હત', 'તમ', 'નરસહ', 'મહત', 'સવમ', 'દયનદ', 'સરસવત', 'મરરજ', 'દસઈ', 'ધરભઈ', 'અબણ', 'જ']"
অসময ভষট মলত মগধয ভষ,as,33,"['অসময', 'ভষট', 'মলত', 'মগধয', 'ভষ']"
हनद भष क लए इस शबद क परचनतम परयग शरफददन यजद क जफरनम1424 म मलत ह,hi,98,"['हनद', 'भष', 'क', 'लए', 'इस', 'शबद', 'क', 'परचनतम', 'परयग', 'शरफददन', 'यजद', 'क', 'जफरनम1424', 'म', 'मलत', 'ह']"
১৯৪৭ থক ১৯৫২ খরষটবদ পরব বলয সগঠত বল ভষ আনদলন এই ভষর সথ বঙল অসততবর যগসতর সথপন করছ,bn,121,"['১৯৪৭', 'থক', '১৯৫২', 'খরষটবদ', 'পরব', 'বলয', 'সগঠত', 'বল', 'ভষ', 'আনদলন', 'এই', 'ভষর', 'সথ', 'বঙল', 'অসততবর', 'যগসতর', 'সথপন', 'করছ']"
کچھ ماہرین لسانیات اردو اور ہندی کو ایک ہی زبان کی دو معیاری صورتیں گردانتے ہیں,ur,82,"['کچھ', 'ماہرین', 'لسانیات', 'اردو', 'اور', 'ہندی', 'کو', 'ایک', 'ہی', 'زبان', 'کی', 'دو', 'معیاری', 'صورتیں', 'گردانتے', 'ہیں']"
